Ticker,Stock,Sector,LTP,1D return,Return attribution,Index weight,Free Float Marketcap
INDUSINDBK,Indusind Bank Ltd,Financials,1230,-0.7235772357723578,-0.006577859410331765,0.9090749522143899,71361.544188
TECHM,Tech Mahindra Ltd,Information Technology,1060.95,1.154625571421839,0.009650675662976225,0.8358272934395613,65611.670620815
ONGC,Oil and Natural Gas Corporation Ltd,Energy,165.45,-0.5439709882139621,-0.004442490311298738,0.8166778022270844,64108.45324582499
ADANIPORTS,Adani Ports and Special Economic Zone Ltd,Industrials,665.45,0.0751371252535878,0.000555962451589034,0.7399304268198453,58083.855155100006
HINDALCO,Hindalco Industries Ltd,Materials,403.45,-0.7559796753005329,-0.005585190751893724,0.7388017078201715,57995.251756035
WIPRO,Wipro Ltd,Information Technology,385.75,0.8165910563836682,0.005889791478694496,0.7212657342560005,56618.6940263
JSWSTEEL,JSW Steel Ltd,Materials,683.9,-1.191694692206463,-0.008536975225215161,0.7163726817821655,56234.593925999994
GRASIM,Grasim Industries Ltd,Materials,1690,-0.9289940828402365,-0.0065970203323157915,0.7101251185741203,55744.165984
ADANIENT,Adani Enterprises Ltd,Industrials,1891.35,0.07137758743754462,0.0005004284739779795,0.7011002920431492,55035.725436044995
HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,558.95,-0.4651578853206905,-0.003227449279443468,0.6938395287480487,54465.76222293501
BRITANNIA,Britannia Industries Ltd,Consumer Staples,4500.7,-1.4142244539738262,-0.009575389025591468,0.6770770367239516,53149.92207976
DRREDDY,Dr Reddy's Laboratories Ltd,Health Care,4386.7,-0.8297809287163471,-0.00544803600460771,0.6565631742146331,51539.60281801
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,4485,-0.750278706800446,-0.004866873046732024,0.6486753525882059,50920.416105000004
COALINDIA,Coal India Ltd,Materials,240.1,0.20824656393169513,0.0013292998172281724,0.6383297722329684,50108.2976016
SBILIFE,SBI Life Insurance Company Ltd,Financials,1143.2,-0.831000699790063,-0.005087424614715187,0.6122046125834107,48057.49669656
CIPLA,Cipla Ltd,Health Care,915.8,0.14195239135182355,0.0008618140499849807,0.6071148515201886,47657.95515366
TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,762.55,-1.8031604484951806,-0.010603449823402923,0.5880480482062472,46161.22870234
EICHERMOT,Eicher Motors Ltd,Industrials,3559.8,-0.4592954660374179,-0.0026805048133118647,0.5836122956836437,45813.02622588
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Health Care,4445,0.06749156355455568,0.00038648967434415203,0.5726488674865853,44952.407237499996
DIVISLAB,Divi's Laboratories Ltd,Health Care,3122.5,-0.9927942353883107,-0.004991628414448129,0.5027857975520736,39468.220768499996
BPCL,Bharat Petroleum Corporation Ltd,Energy,360,-0.19444444444444445,-0.0008741365297329832,0.44955592957696283,35289.725291999996
HEROMOTOCO,Hero MotoCorp Ltd,Consumer Discretionary,2693.95,-1.5293528090721804,-0.006789957289050443,0.4439758601659573,34851.694996615
UPL,UPL Ltd,Materials,663.85,-1.4310461700685395,-0.006110755596626749,0.427013168717965,33520.139383555004
