Ticker,Stock,Sector,LTP,1D return,Return attribution,Index weight,Free Float Marketcap
HDFCBANK,HDFC Bank Ltd,Financials,1640.5,-0.27430661383724475,-0.06232068457979339,22.719351789589123,720231.58439855
ICICIBANK,ICICI Bank Ltd,Financials,943.5,-0.3179650238473768,-0.06465085567668336,20.332694110316915,644571.58064145
HDFC,Housing Development Finance Corporation Ltd,Financials,2704.05,-0.4419296980455243,-0.06890902728325075,15.592757759437173,494309.72900241
AXISBANK,Axis Bank Ltd,Financials,913.5,-0.13136288998357964,-0.011257789150438728,8.56999199077148,271679.35806269996
KOTAKBANK,Kotak Mahindra Bank Ltd,Financials,1931.05,0.18901633826156755,0.0161072006144517,8.521591711379987,270145.009273425
SBIN,State Bank of India,Financials,575.85,0.28653295128939826,0.01941699740408274,6.776532094024877,214824.458550075
BAJFINANCE,Bajaj Finance Ltd,Financials,6780.15,-0.13642766015501134,-0.007059849172169218,5.1747931205062825,164047.34970585
BAJAJFINSV,Bajaj Finserv Ltd,Financials,1407.35,-0.5755497921625751,-0.013777842139919933,2.393857547606953,75888.24849868499
HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,559.2,-0.42024320457796854,-0.007223409918945268,1.7188641815634869,54490.12297176001
SBILIFE,SBI Life Insurance Company Ltd,Financials,1144.65,-0.7032717424540252,-0.010674771390432648,1.5178729282060535,48118.45135909501
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Financials,1032.7,-0.9296020141376973,-0.012031626392752515,1.2942771433120335,41030.18810623
SHRIRAMFIN,Shriram Finance Ltd,Financials,1348,0.14094955489614241,0.0013105226867636884,0.9297813588197118,29475.220394
SBICARD,SBI Cards and Payment Services Ltd,Financials,890,0.38202247191011235,0.0031329063829403053,0.8200843178873152,25997.688362
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,1087.6,-0.6620080912100037,-0.005379466015586817,0.8125982275766974,25760.37002936
PFC,Power Finance Corporation Ltd,Financials,165,0.09090909090909091,0.0005287772047820128,0.581654925260214,18439.181376
HDFCAMC,HDFC Asset Management Company Ltd,Financials,1797.95,-0.870435774076031,-0.004705998617125894,0.5406485759528116,17139.229326065
RECLTD,REC Ltd,Financials,129.1,-0.3098373353989156,-0.0015734936274968544,0.5078450682746097,16099.317513099999
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,424.6,0.08243052284503061,0.00039831590229570365,0.4832140917564451,15318.485057700002
IEX,Indian Energy Exchange Ltd,Utilities,158.55,-0.3468937243771681,-0.0012722215541802312,0.366746777118683,11626.32696582
MUTHOOTFIN,Muthoot Finance Ltd,Financials,1026.15,-2.363202260878039,-0.008149320572527574,0.3448422806391411,10931.927303760001
